Contrato - ID de contrato,Tipo de contrato,Organización - Departamento,Partes afectadas - Nombre del proveedor (L1),Contrato - Fecha de expiración,dias_hasta_vencimiento,Estado del contrato
CW2315439,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,CENTRO DE ORTOPEDIA Y FRACTURAS S.A,2026-05-22,11.0,Publicado
CW2261545,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CUERPO DE BOMBEROS VOLUNTARIOS DE S,2026-05-22,11.0,Publicado
CW2287440,CONTRATO DE PRESTACIÓN DE SERVICIOS PROFESIONAL DE LA SALUD SALUD (IPS),IPS,FABIO ARTURO MORALES,2026-05-23,12.0,Publicado
CW2348323,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Consultoría en Gestión de riesgos,ALEJANDRA MAHECHA GUERRERO,2026-05-23,12.0,Publicado
CW2273132,CONTRATO DE PRESTACIÓN DE SERVICIOS DE ASISTENCIA,Asistencia,ASISTICAR DEL EJE SAS,2026-05-23,12.0,Cerrado
CW2300624,CONTRATO MARCO DE SERVICIOS,Canales,INCONEXION S.A.S,2026-05-24,13.0,Publicado
CW2263091,ALIANZA PARA LA COMPLEMENTACIÓN DE SERVICIOS (AY DX),Laboratorio,SOCIEDAD MEDICA RIONEGRO S.A. SOME,2026-05-24,13.0,Publicado
CW2374018,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Movilidad,ALIANZA AUTOMOTORA DE OCCIDENTE SAS,2026-05-24,13.0,Borrador
CW2377290,TERMINACIÓN SIN INCUMPLIMIENTO,ARL Prevención,GESTION ACCION INTEGRAL CSR SAS,2026-05-24,13.0,Cerrado
CW2262761,CONTRATO PRESTACIÓN DE SERVICIOS DE NEGOCIO (AY DX),Imágenes,ALFONSO DE JESUS MEJIA VELEZ,2026-05-24,13.0,Publicado
CW2300624,CONTRATO MARCO DE SERVICIOS,Canales,INCONEXION S.A.S,2026-05-24,13.0,Publicado
CW2261375,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,MIGUEL ANGEL MANTILLA ASELAS,2026-05-24,13.0,Publicado
CW2358288,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,GESTION ACCION INTEGRAL CSR SAS,2026-05-24,13.0,Cerrado
CW2261375,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,MIGUEL ANGEL MANTILLA ASELAS,2026-05-24,13.0,Publicado
CW2358288,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,GESTION ACCION INTEGRAL CSR SAS,2026-05-24,13.0,Cerrado
CW2341739,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,GESTION ACCION INTEGRAL CSR SAS,2026-05-24,13.0,Cerrado
CW2302961,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Movilidad,AUTOSUPERIOR S.A.S,2026-05-24,13.0,Modificación del borrador
CW2342904,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,MAYCOS LEANDRO ZAPATA MUÑOZ,2026-05-24,13.0,Publicado
CW2378724,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Movilidad,AUTOSUPERIOR S.A.S,2026-05-24,13.0,Borrador
CW2377290,TERMINACIÓN SIN INCUMPLIMIENTO,ARL Prevención,GESTION ACCION INTEGRAL CSR SAS,2026-05-24,13.0,Cerrado
CW2341739,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,GESTION ACCION INTEGRAL CSR SAS,2026-05-24,13.0,Cerrado
CW2253948,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),EPS,IMAGENES  DE VIDA Y SALUD S.A.S,2026-05-24,13.0,Publicado
CW2293815,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Movilidad,ALIANZA AUTOMOTORA DE OCCIDENTE SAS,2026-05-24,13.0,Publicado
85623,,Beneficios y Afines,E.S.E HOSPITAL SAN ANTONIO DE BURITICA,2026-05-24,13.0,Publicado
CW2347861,ALIANZA PARA LA COMPLEMENTACIÓN DE SERVICIOS (AY DX),Laboratorio,SOCIEDAD MEDICA RIONEGRO S.A. SOME,2026-05-24,13.0,Publicado
CW2262579,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,YANETH  QUINTERO PAEZ,2026-05-25,14.0,Publicado
CW2346809,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,MARIA AUXILIADORA DE GARZON E.S.E,2026-05-25,14.0,Publicado
CW2261708,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,G.R.I. GESTIÓN EN RESPONSABILIDAD I,2026-05-25,14.0,Publicado
CW2347654,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Ayudas Diagnósticas,CORPORACION CONNECT BOGOTA REGION,2026-05-25,14.0,Publicado
CW2347478,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,GYNMEDICAL SAS,2026-05-25,14.0,Publicado
CW2261708,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,G.R.I. GESTIÓN EN RESPONSABILIDAD I,2026-05-25,14.0,Publicado
CW2346809,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,MARIA AUXILIADORA DE GARZON E.S.E,2026-05-25,14.0,Publicado
CW2261744,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,FUNDACIÓN HUELLAS DEL MAR,2026-05-25,14.0,Publicado
CW2262579,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,YANETH  QUINTERO PAEZ,2026-05-25,14.0,Publicado
CW2261755,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INARKS CONSULTORIA Y ASESORIA SAS,2026-05-25,14.0,Publicado
CW2309479,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,YANETH  QUINTERO PAEZ,2026-05-25,14.0,Publicado
CW2261755,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INARKS CONSULTORIA Y ASESORIA SAS,2026-05-25,14.0,Publicado
CW2346028,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,JELMED S.A.S,2026-05-25,14.0,Publicado
CW2349410,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,JELMED S.A.S,2026-05-25,14.0,Publicado
CW2261744,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,FUNDACIÓN HUELLAS DEL MAR,2026-05-25,14.0,Publicado
CW2309479,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,YANETH  QUINTERO PAEZ,2026-05-25,14.0,Publicado
CW2258729,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INGENIERIA ESPECIALIZADA S.A.,2026-05-26,15.0,Publicado
CW2376518,TERMINACIÓN SIN INCUMPLIMIENTO,Mantenimiento y Gestion Ambiental,LAVACLINICAS S.A,2026-05-26,15.0,Borrador
CW2258729,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INGENIERIA ESPECIALIZADA S.A.,2026-05-26,15.0,Publicado
CW2314129,CONTRATO DE PRESTACIÓN DE SERVICIOS ATENCIONES UNIDAD ENSAYOS CLINICOS ALIADOS,IPS,LIZETH CATHERINE RODRIGUEZ CORREDOR,2026-05-26,15.0,Publicado
CW2313962,CONTRATO DE LICENCIAS DE TECNOLOGÍA,Soluciones Corporativas,SAP COLOMBIA S.A.S.,2026-05-26,15.0,Publicado
CW2261759,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,RMS CONSULTORES S.A.S.,2026-05-26,15.0,Publicado
CW2360217,CONTRATO FINANCIERO,G.S. Tesorería, ,2026-05-26,15.0,Publicado
CW2376518,TERMINACIÓN SIN INCUMPLIMIENTO,Mantenimiento y Gestion Ambiental,LAVACLINICAS S.A,2026-05-26,15.0,Borrador
CW2262384,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INGENIERIA Y RIESGOS SAS,2026-05-26,15.0,Publicado
CW2344335,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,FUNDACION HOSPITALARIA SAN VICENTE,2026-05-26,15.0,Publicado
CW2289612,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,FUNDACION HOSPITALARIA SAN VICENTE,2026-05-26,15.0,Publicado
CW2309544,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,MESSER COLOMBIA S.A.,2026-05-26,15.0,Publicado
CW2314127,CONTRATO DE PRESTACIÓN DE SERVICIOS ATENCIONES UNIDAD ENSAYOS CLINICOS ALIADOS,IPS,ANDREA ROCIO LEON MUNOZ,2026-05-26,15.0,Publicado
CW2322098,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INGENIERIA Y RIESGOS SAS,2026-05-26,15.0,Publicado
CW2289612,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,FUNDACION HOSPITALARIA SAN VICENTE,2026-05-26,15.0,Publicado
CW2261759,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,RMS CONSULTORES S.A.S.,2026-05-26,15.0,Publicado
CW2262457,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,LUIS ABELARDO HORMAZA SORIANO,2026-05-26,15.0,Publicado
CW2344335,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,FUNDACION HOSPITALARIA SAN VICENTE,2026-05-26,15.0,Publicado
CW2262457,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,LUIS ABELARDO HORMAZA SORIANO,2026-05-26,15.0,Publicado
CW2290372,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,LUZ ADRIANA SABOGAL GARCIA,2026-05-26,15.0,Publicado
CW2309544,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,MESSER COLOMBIA S.A.,2026-05-26,15.0,Publicado
CW2313543,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,HOTELES DE CORDOBA SOCIEDAD POR ACC,2026-05-26,15.0,Publicado
CW2262384,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INGENIERIA Y RIESGOS SAS,2026-05-26,15.0,Publicado
CW2312866,CONTRATO DE PRESTACIÓN DE SERVICIOS ATENCIONES UNIDAD ENSAYOS CLINICOS ALIADOS,IPS,JOSE ALBERTO MENDIVIL DE LA OSSA,2026-05-26,15.0,Publicado
CW2313543,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,HOTELES DE CORDOBA SOCIEDAD POR ACC,2026-05-26,15.0,Publicado
CW2322098,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INGENIERIA Y RIESGOS SAS,2026-05-26,15.0,Publicado
CW2346433,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,BETTY CECILIA BLANCO MARTINEZ,2026-05-27,16.0,Publicado
CW2298897,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,IPS FISIOCENTER CENTRO DE SALUD,2026-05-27,16.0,Publicado
CW2358542,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,GLOBAL LIFE AMBULANCIAS S.A.S,2026-05-27,16.0,Publicado
83311,,Beneficios y Afines,OIGAMOS S.A.S,2026-05-28,17.0,Publicado
CW2297680,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,CENTRO DE APOYO TERAPEUTICO REHABIL,2026-05-28,17.0,Publicado
CW2282617,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,HECTOR  MARMOL OSPINO,2026-05-28,17.0,Publicado
CW2285178,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,COORPORACION ALBERTO ARANGO RESTRE,2026-05-28,17.0,Publicado
CW2291200,CONTRATO DE PRESTACIÓN DE SERVICIOS DE NEGOCIO (CGR - SALUD ARL),ARL Salud,COORPORACION ALBERTO ARANGO RESTRE,2026-05-28,17.0,Publicado
CW2287145,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,LABORATORIO QUIMICO CLINICO S.A.S,2026-05-28,17.0,Publicado
CW2347071,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,UNIDAD MEDICA DEL SUR DE CASANARE,2026-05-28,17.0,Publicado
CW2364181,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,BOSTON MEDICAL CARE SAS IPS,2026-05-28,17.0,Publicado
CW2286889,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,MARIA DEL PILAR CALDERON VILLEGAS,2026-05-28,17.0,Publicado
CW2301799,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,CARDIOLOGIA S.A.S,2026-05-28,17.0,Publicado
CW2287048,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,EGM CONSULTING SAS,2026-05-28,17.0,Publicado
CW2294511,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,MEDICAL PROMO VIDA IPS SAS,2026-05-28,17.0,Publicado
CW2282605,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,JUAN ALBERTO ESPINOSA SALAZAR,2026-05-28,17.0,Publicado
CW2287145,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,LABORATORIO QUIMICO CLINICO S.A.S,2026-05-28,17.0,Publicado
CW2346524,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,ISMAEL CRISTOFHER PEÑARANDA CONTRERAS,2026-05-28,17.0,Publicado
CW2363691,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,OIGAMOS S.A.S,2026-05-28,17.0,Publicado
CW2298249,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,VALENTINA BOTERO TOBAR,2026-05-28,17.0,Publicado
CW2378915,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Talento Humano,CLAUDIA PATRICIA RUIZ HENAO,2026-05-29,18.0,Publicado
CW2377913,TERMINACIÓN SIN INCUMPLIMIENTO,ARL Prevención,INGENIERIA APLICADA Y GESTION SAS,2026-05-29,18.0,Cerrado
CW2377913,TERMINACIÓN SIN INCUMPLIMIENTO,ARL Prevención,INGENIERIA APLICADA Y GESTION SAS,2026-05-29,18.0,Cerrado
CW2263038,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,ORIENTAR SALUD LTDA,2026-05-30,19.0,Publicado
CW2370755,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2310779,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,PREVENTIVE MANAGEMENT CORPORATION S,2026-05-30,19.0,Publicado
CW2262892,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,ASIVIAL SAS,2026-05-30,19.0,Publicado
CW2376700,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INGETEKNIA CONSULTORES LTDA,2026-05-30,19.0,Publicado
CW2308413,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,JART CONSULTORES EN SISOMA LTDA,2026-05-30,19.0,Publicado
CW2327251,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2285755,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CONSULTORES EN GESTION DEL RIESGO S,2026-05-30,19.0,Publicado
CW2327251,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2262762,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CENTRO DE ASESORIAS ESPECIALIZADAS,2026-05-30,19.0,Publicado
CW2262828,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CORPORACION CAMINOS,2026-05-30,19.0,Publicado
CW2370755,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2327249,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2364909,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,EMPRESA SOCIAL DEL ESTADO HOSPITAL,2026-05-30,19.0,Publicado
CW2303734,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,QUIRON CDS S.A.S,2026-05-30,19.0,Publicado
CW2370755,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2327251,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2314615,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,SYNAPSIS CREATIVE STUDIOS SAS,2026-05-30,19.0,Publicado
CW2262818,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CONSULTORES EN GESTION DEL RIESGO S,2026-05-30,19.0,Publicado
CW2327251,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2314079,CONTRATO DE SUMINISTRO,Bienes y servicios,DISTRIMEDICAL S.A.S.,2026-05-30,19.0,Cerrado
CW2262965,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,ASCODIS S.A.S,2026-05-30,19.0,Publicado
CW2286871,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,CARLOS ALEXANDER RUA LOPEZ,2026-05-30,19.0,Publicado
CW2327247,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2308413,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,JART CONSULTORES EN SISOMA LTDA,2026-05-30,19.0,Publicado
CW2313518,CONTRATO DE LICENCIAS DE TECNOLOGÍA,Infraestructura,ORACLE COLOMBIA LIMITADA,2026-05-30,19.0,Publicado
CW2300312,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,WCT WORLD CLASS TRANSPORT SAS,2026-05-30,19.0,Publicado
CW2262745,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,SISTEMAS INTEGRADOS EN MEDICINA LAB,2026-05-30,19.0,Publicado
CW2370748,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2286409,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,SEMILLAS DE AMOR PARA EL DESARROLLO,2026-05-30,19.0,Publicado
CW2353635,OTRO,Salud,OPERACIONES GENERALES SURAMERICANA,2026-05-30,19.0,Publicado
CW2322165,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,FUNDACION PARA LA GESTION DEL RIESG,2026-05-30,19.0,Publicado
CW2348086,CONTRATO DE ARRENDAMIENTO COMERCIAL DE INMUEBLE,Construccion y adecuaciones,SURAMERICANA DE SEGUROS DE VIDA S.A,2026-05-30,19.0,Publicado
CW2261754,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,ADSIE SAS,2026-05-30,19.0,Publicado
CW2262932,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,HUMAN BALANCE LTDA,2026-05-30,19.0,Publicado
CW2343223,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CONSULTORIA Y CAPACITACION HSEQ SAS,2026-05-30,19.0,Publicado
CW2370755,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2327251,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2262945,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,HSE & SO SERVICES LTDA,2026-05-30,19.0,Publicado
CW2376700,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INGETEKNIA CONSULTORES LTDA,2026-05-30,19.0,Publicado
CW2304199,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,ORIENTAR SALUD LTDA,2026-05-30,19.0,Publicado
CW2368276,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Construccion y adecuaciones,E MAS INGENIERÍA S.A.S,2026-05-30,19.0,Publicado
CW2262878,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CREA INNOVACION Y ASESORIA SAS,2026-05-30,19.0,Publicado
CW2327251,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2310957,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,GRUPO K&C CONSULTORES S.A.S.,2026-05-30,19.0,Publicado
CW2367439,CONTRATO DE LICENCIAS DE TECNOLOGÍA,Infraestructura,EQUISOFT INC.,2026-05-30,19.0,Publicado
CW2343223,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CONSULTORIA Y CAPACITACION HSEQ SAS,2026-05-30,19.0,Publicado
CW2307950,CONTRATO DE LICENCIAS DE TECNOLOGÍA,Infraestructura,EQUISOFT INC.,2026-05-30,19.0,Publicado
CW2262864,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,PREVENTIVE MANAGEMENT CORPORATION S,2026-05-30,19.0,Publicado
CW2262946,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,ASESORIAS Y PROYECTOS EN SALUD SAS,2026-05-30,19.0,Publicado
CW2262857,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,INTEGRATED ENGINEERING SOLUTIONS PR,2026-05-30,19.0,Publicado
CW2262745,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,SISTEMAS INTEGRADOS EN MEDICINA LAB,2026-05-30,19.0,Publicado
CW2262721,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,FUNDACION PARA LA GESTION DEL RIESG,2026-05-30,19.0,Publicado
CW2288149,CONTRATO DE PRESTACIÓN DE SERVICIOS NEGOCIO (PÓLIZA DE SALUD),Salud,ONCOLOGOS DEL OCCIDENTE,2026-05-30,19.0,Publicado
CW2301282,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,MEDICAUCA SAS,2026-05-30,19.0,Publicado
CW2327251,CONTRATO DE PRESTACIÓN  DE SERVICIOS,Infraestructura,MV TEL S.A.S,2026-05-30,19.0,Publicado
CW2262743,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,GRUPO K&C CONSULTORES S.A.S.,2026-05-30,19.0,Publicado
CW2303734,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,QUIRON CDS S.A.S,2026-05-30,19.0,Publicado
CW2364347,CONTRATO DE PRESTACIÓN DE SERVICIOS (EPS SURA),Estructuracion de la Red,ESE HOSPITAL DE PUERTO COLOMBIA,2026-05-30,19.0,Publicado
CW2280566,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,ALEACION INTERNACIONAL SAS,2026-05-30,19.0,Publicado
CW2262762,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CENTRO DE ASESORIAS ESPECIALIZADAS,2026-05-30,19.0,Publicado
CW2314615,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,SYNAPSIS CREATIVE STUDIOS SAS,2026-05-30,19.0,Publicado
CW2262818,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CONSULTORES EN GESTION DEL RIESGO S,2026-05-30,19.0,Publicado
CW2262878,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,CREA INNOVACION Y ASESORIA SAS,2026-05-30,19.0,Publicado
CW2372975,OTRO,G.S. Ciudadanía Corporativa,COOMBO COOPERATIVA DE DISEÑO,2026-05-30,19.0,Publicado
CW2280566,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,ALEACION INTERNACIONAL SAS,2026-05-30,19.0,Publicado
CW2262988,CONTRATO DE PRESTACIÓN DE SERVICIOS DE PREVENCIÓN (ARL),ARL Prevención,SERES HUMANOS CONSULTORES S.A.S,2026-05-30,19.0,Publicado
